transaction_id,is_fraud,confidence,rule_score,iforest_score,autoencoder_score,fused_score,triaged,source,hard_rule,injection_suspected,rule_slm_conflict,rule_codes,justification
TXN_0000062,False,0.99,0.08333333333333333,0.09817813765182186,0.4423076923076923,0.19547908232118757,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000198,False,0.716,0.08333333333333333,0.902834008097166,0.7672064777327935,0.5343454790823211,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000708,False,0.974,0.0,0.33805668016194335,0.5819838056680162,0.27601214574898786,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000535,False,0.924,0.25,0.3410931174089069,0.4109311740890688,0.3256072874493927,False,deterministic_below_threshold,False,False,False,AMOUNT_RATIO_HIGH|NEW_DEVICE,Reviewed and cleared; minor signals only (amount is 24.0x the account average; initiated from a device not seen before).
TXN_0000790,False,0.869,0.16666666666666666,0.5435222672064778,0.5050607287449392,0.38124156545209176,False,deterministic_below_threshold,False,False,False,AMOUNT_RATIO_HIGH,Reviewed and cleared; minor signals only (amount is 10.3x the account average).
TXN_0000360,False,0.99,0.08333333333333333,0.039473684210526314,0.1325910931174089,0.08495276653171391,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000625,False,0.99,0.0,0.12651821862348178,0.06275303643724696,0.056781376518218615,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000705,False,0.92,0.25,0.34210526315789475,0.4240890688259109,0.3298582995951417,False,deterministic_below_threshold,False,False,False,IMPOSSIBLE_TRAVEL,Reviewed and cleared; minor signals only (card physically present 605 km from home).
TXN_0000225,False,0.934,0.16666666666666666,0.6305668016194332,0.19939271255060728,0.3156545209176788,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|CUSTOMER_HIGH_RISK,"Reviewed and cleared; minor signals only (occurred at 00:00, outside normal activity hours; customer carries a HIGH internal risk rating)."
TXN_0000440,True,0.85,0.25,0.742914979757085,0.8461538461538461,0.5767206477732794,True,slm,False,False,False,FOREIGN_MERCHANT,"The transaction is from Luxury Goods Direct, a merchant category in JEWELLERY, in PH, the customer's home country, which is suspicious due to the merchant's location."
TXN_0000305,False,0.904,0.16666666666666666,0.4777327935222672,0.4524291497975709,0.34571524966261813,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer KYC status is EXPIRED).
TXN_0000394,True,0.85,0.6666666666666666,0.9574898785425101,0.9939271255060729,0.8520917678812414,True,slm,True,False,False,FOREIGN_MERCHANT|HIGH_RISK_CATEGORY|CUSTOMER_HIGH_RISK|POLITICALLY_EXPOSED,"The transaction is an unauthorized purchase by a high-risk merchant in the customer's home country, despite the customer's high internal risk rating and political exposure."
TXN_0000328,False,0.836,0.25,0.8633603238866396,0.18319838056680163,0.4139676113360324,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|CUSTOMER_HIGH_RISK|POLITICALLY_EXPOSED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer carries a HIGH internal risk rating).
TXN_0000609,False,0.99,0.0,0.1720647773279352,0.6933198380566802,0.25961538461538464,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000910,False,0.99,0.16666666666666666,0.27125506072874495,0.07995951417004049,0.1720310391363023,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer KYC status is EXPIRED).
TXN_0000806,True,0.68,0.4166666666666667,0.8643724696356275,0.8360323886639676,0.6767881241565452,True,slm,False,False,False,HIGH_RISK_CATEGORY|CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,"The transaction is a purchase from CryptoXchange Global, a high-risk merchant category, and the customer's high internal risk rating and expired KYC status indicate a high level of internal risk."
TXN_0000549,False,0.884,0.08333333333333333,0.49190283400809715,0.618421052631579,0.36643049932523614,False,deterministic_below_threshold,False,False,False,BALANCE_NEGATIVE,Reviewed and cleared; minor signals only (drove the account balance negative).
TXN_0000464,False,0.978,0.0,0.6710526315789473,0.23481781376518218,0.27176113360323884,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000570,False,0.99,0.08333333333333333,0.3451417004048583,0.22064777327935223,0.20307017543859648,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000256,False,0.99,0.16666666666666666,0.3623481781376518,0.13663967611336034,0.2163630229419703,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer KYC status is EXPIRED).
TXN_0000042,True,0.9,0.6666666666666666,0.840080971659919,0.7368421052631579,0.7397435897435898,True,slm,False,False,False,FOREIGN_MERCHANT|IMPOSSIBLE_TRAVEL|CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,"The transaction from Zomato, a Russian food delivery merchant, to a customer in Jaipur, India, with a high internal risk rating and pending KYC status, meets the criteria for a potential bank fraud."
TXN_0000541,False,0.767,0.25,0.5445344129554656,0.7317813765182186,0.48289473684210527,False,deterministic_below_threshold,False,False,False,IMPOSSIBLE_TRAVEL,"Reviewed and cleared; minor signals only (card physically present 1,189 km from home)."
TXN_0000419,False,0.99,0.08333333333333333,0.06275303643724696,0.005060728744939271,0.053677462887989205,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000427,False,0.84,0.08333333333333333,0.46153846153846156,0.7945344129554656,0.4101551956815115,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000197,False,0.915,0.25,0.6295546558704453,0.1548582995951417,0.33532388663967605,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|CUSTOMER_HIGH_RISK|POLITICALLY_EXPOSED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer carries a HIGH internal risk rating).
TXN_0000181,False,0.908,0.16666666666666666,0.4433198380566802,0.47368421052631576,0.34176788124156543,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer KYC status is PENDING).
TXN_0000266,False,0.793,0.08333333333333333,0.8846153846153846,0.5263157894736842,0.45661268556005397,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000776,False,0.678,0.3333333333333333,0.9463562753036437,0.5172064777327935,0.5724021592442644,False,deterministic_below_threshold,False,False,False,FOREIGN_MERCHANT|NIGHT_HOURS,"Reviewed and cleared; minor signals only (merchant is in PH, outside the customer's home country; occurred at 04:00, outside normal activity hours)."
TXN_0000013,False,0.99,0.0,0.06376518218623482,0.7884615384615384,0.255668016194332,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000957,True,0.8,0.3333333333333333,0.5941295546558705,0.9564777327935222,0.5985155195681511,True,slm,False,False,False,IMPOSSIBLE_TRAVEL|KYC_NOT_VERIFIED,"The customer's device type is a POS TERMINAL, which is a common point of sale device, and the distance from home is 906.10 km, indicating the transaction occurred outside the customer's usual location. The customer's KYC status is PENDING, which may indicate a higher risk of fraudulent activity."
TXN_0000143,True,0.9,0.5,0.97165991902834,0.9726720647773279,0.7832995951417003,True,slm,False,False,False,FOREIGN_MERCHANT|NEW_DEVICE|CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,"The transaction is an unauthorized purchase from Amazon India, a foreign merchant, initiated from an unknown device, and has a HIGH internal customer risk rating, despite the customer's PENDING KYC status."
TXN_0000704,False,0.99,0.16666666666666666,0.24898785425101214,0.2165991902834008,0.20634278002699052,False,deterministic_below_threshold,False,False,False,VELOCITY_24H,Reviewed and cleared; minor signals only (3 transactions in the preceding 24h).
TXN_0000640,False,0.905,0.08333333333333333,0.6325910931174089,0.4048582995951417,0.3445681511470985,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS,"Reviewed and cleared; minor signals only (occurred at 03:00, outside normal activity hours)."
TXN_0000108,True,0.95,0.5833333333333334,0.9362348178137652,0.8380566801619433,0.765620782726046,True,slm,False,False,False,FOREIGN_MERCHANT|IMPOSSIBLE_TRAVEL|NEW_DEVICE,"The transaction from PVR Cinemas in Nigeria, 10,251 km from the customer's home city of Chennai, with a high anomaly model score, indicates a potential case of international credit card fraud."
TXN_0000087,True,0.9,0.4166666666666667,0.8997975708502024,0.5647773279352226,0.6060391363022942,True,slm,False,False,False,FOREIGN_MERCHANT|NEW_DEVICE|KYC_NOT_VERIFIED,"The transaction from Myntra in Dubai, a foreign merchant, to the customer's account in the UAE, initiated from an unknown device, and with a pending KYC status, raises red flags."
TXN_0000494,True,0.9,0.5,0.5860323886639676,0.7651821862348178,0.6053643724696356,True,slm,False,False,False,IMPOSSIBLE_TRAVEL|VELOCITY_24H|NIGHT_HOURS,"The transaction data indicates the card was physically present at a distance of 1,104 km from the customer's home, which is suspicious and warrants further investigation."
TXN_0000358,False,0.961,0.25,0.2975708502024291,0.3340080971659919,0.28947368421052627,False,deterministic_below_threshold,False,False,False,IMPOSSIBLE_TRAVEL,"Reviewed and cleared; minor signals only (card physically present 1,095 km from home)."
TXN_0000271,False,0.99,0.16666666666666666,0.1396761133603239,0.4058704453441296,0.2303306342780027,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer KYC status is EXPIRED).
TXN_0000509,False,0.99,0.0,0.10020242914979757,0.28846153846153844,0.1165991902834008,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000170,False,0.884,0.16666666666666666,0.7945344129554656,0.20445344129554655,0.3663630229419703,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer KYC status is PENDING).
TXN_0000757,False,0.957,0.0,0.4817813765182186,0.4959514170040486,0.29331983805668016,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000772,False,0.99,0.16666666666666666,0.15890688259109312,0.39979757085020245,0.23427800269905533,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|NEW_DEVICE,"Reviewed and cleared; minor signals only (occurred at 01:00, outside normal activity hours; initiated from a device not seen before)."
TXN_0000015,False,0.952,0.16666666666666666,0.3016194331983806,0.4686234817813765,0.29773954116059376,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|NEW_DEVICE,"Reviewed and cleared; minor signals only (occurred at 00:00, outside normal activity hours; initiated from a device not seen before)."
TXN_0000422,False,0.99,0.08333333333333333,0.23684210526315788,0.45951417004048584,0.24224021592442643,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000878,False,0.99,0.08333333333333333,0.3360323886639676,0.35020242914979755,0.2392037786774629,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000297,True,0.99,0.3333333333333333,0.9908906882591093,0.6072874493927125,0.6127867746288799,True,slm,False,False,False,VELOCITY_24H|ORPHAN_ACCOUNT,"The transaction is a purchase from MakeMyTrip, a travel merchant, with a distance from home of 196.90 km, indicating a long-distance transaction. The account average amount (2.45x) is lower than the transaction amount (15,418.15), suggesting a potential anomaly."
TXN_0000039,False,0.942,0.08333333333333333,0.4625506072874494,0.4534412955465587,0.3081309041835357,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000574,False,0.99,0.08333333333333333,0.4149797570850202,0.03744939271255061,0.16906207827260455,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000311,False,0.99,0.0,0.20647773279352227,0.19534412955465588,0.12054655870445344,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000200,False,0.99,0.16666666666666666,0.1508097165991903,0.4605263157894737,0.2500674763832659,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer KYC status is EXPIRED).
TXN_0000748,False,0.736,0.16666666666666666,0.7753036437246964,0.7165991902834008,0.5142375168690958,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|BALANCE_NEGATIVE,"Reviewed and cleared; minor signals only (occurred at 00:00, outside normal activity hours; drove the account balance negative)."
TXN_0000528,True,0.95,0.5833333333333334,0.9453441295546559,0.9625506072874493,0.8057017543859649,True,slm,False,False,False,FOREIGN_MERCHANT|IMPOSSIBLE_TRAVEL|BALANCE_NEGATIVE,"The transaction is an unauthorized purchase by a card from a merchant in a foreign country, with the card physically present a significant distance from the customer's home location, and the account balance is negative, indicating a potential financial abuse."
TXN_0000633,False,0.99,0.08333333333333333,0.23987854251012145,0.28441295546558704,0.19062078272604588,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000881,False,0.877,0.08333333333333333,0.3147773279352227,0.8168016194331984,0.37280701754385964,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000088,False,0.99,0.16666666666666666,0.3319838056680162,0.3076923076923077,0.2585695006747638,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|KYC_NOT_VERIFIED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer KYC status is PENDING).
TXN_0000323,False,0.853,0.08333333333333333,0.659919028340081,0.5536437246963563,0.3974021592442645,False,deterministic_below_threshold,False,False,False,BALANCE_NEGATIVE,Reviewed and cleared; minor signals only (drove the account balance negative).
TXN_0000613,False,0.99,0.0,0.5516194331983806,0.2236842105263158,0.2325910931174089,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000459,True,0.9,0.6666666666666666,0.9827935222672065,0.9959514170040485,0.8602901484480432,True,slm,True,False,False,FOREIGN_MERCHANT|HIGH_RISK_CATEGORY|NIGHT_HOURS|BALANCE_NEGATIVE,"The transaction is from CryptoXchange Global, a high-risk merchant category, and occurred at an unusual hour, driving a negative account balance."
TXN_0000282,False,0.57,0.3333333333333333,0.8744939271255061,0.569838056680162,0.5666329284750338,True,slm,True,False,True,AMOUNT_RATIO_EXTREME|NEW_DEVICE,"The transaction amount (INR 19,251.51) is 102x the account average, indicating a potential large transfer, and the transaction was initiated from an unfamiliar device (ANDROID), which raises suspicions."
TXN_0000399,False,0.816,0.25,0.52834008097166,0.5840080971659919,0.43370445344129555,False,deterministic_below_threshold,False,False,False,IMPOSSIBLE_TRAVEL,"Reviewed and cleared; minor signals only (card physically present 1,328 km from home)."
TXN_0000173,False,0.92,0.5,0.4493927125506073,0.917004048582996,0.6099190283400809,True,slm,True,False,True,AMOUNT_RATIO_EXTREME|NIGHT_HOURS|CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,"The transaction is a purchase of INR 110,329.47 from Tanishq Jewellers, a merchant category JEWELLERY, in Pune, IN, with a distance of 1.00 km from the customer's home city, and a customer age of 25, who carries a HIGH internal risk rating and has an EXPIRED KYC status."
TXN_0000452,False,0.99,0.08333333333333333,0.27530364372469635,0.14473684210526316,0.1593454790823212,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS,"Reviewed and cleared; minor signals only (occurred at 05:00, outside normal activity hours)."
TXN_0000468,False,0.85,0.4166666666666667,0.6751012145748988,0.937246963562753,0.6503711201079623,True,slm,True,False,True,AMOUNT_RATIO_EXTREME|NEW_DEVICE|POLITICALLY_EXPOSED,"The transaction is a withdrawal of ₹4110.84 from an account with an average balance of ₹6275.49, which is 152x the account average, indicating a high withdrawal amount. The transaction was initiated from an unknown device, and the customer is politically exposed, suggesting a potential risk profile."
TXN_0000573,False,0.99,0.08333333333333333,0.0840080971659919,0.1214574898785425,0.09497300944669365,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000915,False,0.918,0.25,0.32793522267206476,0.444331983805668,0.33168016194331984,False,deterministic_below_threshold,False,False,False,VELOCITY_24H|NIGHT_HOURS,"Reviewed and cleared; minor signals only (3 transactions in the preceding 24h; occurred at 00:00, outside normal activity hours)."
TXN_0000285,False,0.91,0.25,0.521255060728745,0.2793522267206478,0.34018218623481783,False,deterministic_below_threshold,False,False,False,IMPOSSIBLE_TRAVEL,"Reviewed and cleared; minor signals only (card physically present 1,338 km from home)."
TXN_0000381,False,0.882,0.0,0.4939271255060729,0.7327935222672065,0.36801619433198385,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000120,False,0.99,0.0,0.5728744939271255,0.07692307692307693,0.19493927125506072,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000109,False,0.806,0.08333333333333333,0.395748987854251,0.97165991902834,0.44355600539811063,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000006,True,0.9,0.75,0.9848178137651822,0.9969635627530364,0.8945344129554655,True,slm,True,False,False,FOREIGN_MERCHANT|AMOUNT_RATIO_EXTREME|IMPOSSIBLE_TRAVEL,"The transaction is an unauthorized withdrawal of Rs. 9,924.08 from an HDFC ATM account located in Moscow, Russia, which is outside the customer's home country, and the amount is 397x the account average, indicating a potential high-value transaction."
TXN_0000610,False,0.809,0.0,0.7449392712550608,0.7267206477732794,0.441497975708502,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000252,False,0.99,0.08333333333333333,0.1700404858299595,0.41295546558704455,0.20823211875843453,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS,"Reviewed and cleared; minor signals only (occurred at 00:00, outside normal activity hours)."
TXN_0000846,False,0.728,0.0,0.832995951417004,0.9058704453441295,0.52165991902834,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000968,False,0.766,0.08333333333333333,0.9240890688259109,0.5779352226720648,0.48394062078272604,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000845,False,0.99,0.0,0.680161943319838,0.08299595141700405,0.22894736842105262,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000937,False,0.99,0.08333333333333333,0.11740890688259109,0.3896761133603239,0.18545883940620783,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000532,False,0.85,0.3333333333333333,0.8572874493927125,0.861336032388664,0.6489203778677463,True,slm,False,False,False,HIGH_RISK_CATEGORY|CUSTOMER_HIGH_RISK,"The transaction is a purchase from BetKing Online, a high-risk merchant category, and the customer's age and risk rating indicate a high internal risk level."
TXN_0000136,False,0.876,0.25,0.8279352226720648,0.08704453441295547,0.37449392712550605,False,deterministic_below_threshold,False,False,False,NEW_DEVICE|CUSTOMER_HIGH_RISK|POLITICALLY_EXPOSED,Reviewed and cleared; minor signals only (initiated from a device not seen before; customer carries a HIGH internal risk rating).
TXN_0000103,False,0.99,0.08333333333333333,0.3188259109311741,0.011133603238866396,0.13232118758434547,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000858,False,0.789,0.0,0.6265182186234818,0.909919028340081,0.4609311740890688,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000985,True,0.8,0.16666666666666666,0.944331983805668,0.7975708502024291,0.5892375168690958,True,slm,False,False,False,NEW_DEVICE|KYC_NOT_VERIFIED,"The transaction data indicates that the transaction was initiated from an unknown device, which is a suspicious factor. Additionally, the customer's KYC status is pending, which may indicate a higher risk of fraudulent activity."
TXN_0000871,False,0.99,0.08333333333333333,0.5091093117408907,0.17510121457489877,0.23859649122807017,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000895,False,0.99,0.0,0.06174089068825911,0.03340080971659919,0.02854251012145749,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000353,True,0.9,0.75,0.951417004048583,0.7591093117408907,0.8131578947368421,True,slm,False,False,False,FOREIGN_MERCHANT|VELOCITY_24H|RAPID_SUCCESSION|NIGHT_HOURS|NEW_DEVICE,"The transaction from Netflix, a foreign merchant in the customer's home country, with a high number of transactions in the preceding 24h, and a short time gap between transactions, raises suspicions."
TXN_0000418,False,0.99,0.08333333333333333,0.04757085020242915,0.09817813765182186,0.07705802968960863,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000837,False,0.726,0.3333333333333333,0.5587044534412956,0.7439271255060729,0.5241228070175439,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|NEW_DEVICE|CUSTOMER_HIGH_RISK|KYC_NOT_VERIFIED,"Reviewed and cleared; minor signals only (occurred at 00:00, outside normal activity hours; initiated from a device not seen before)."
TXN_0000007,False,0.957,0.0,0.5840080971659919,0.3917004048582996,0.2927125506072874,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000713,False,0.99,0.0,0.1659919028340081,0.32186234817813764,0.14635627530364373,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000759,False,0.99,0.16666666666666666,0.22874493927125505,0.02125506072874494,0.14166666666666666,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK|POLITICALLY_EXPOSED,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating; customer is politically exposed).
TXN_0000839,False,0.99,0.25,0.11639676113360324,0.3188259109311741,0.23056680161943316,False,deterministic_below_threshold,False,False,False,NO_AUTH_HIGH_VALUE,"Reviewed and cleared; minor signals only (no authentication on a 13,503 INR transaction)."
TXN_0000829,False,0.99,0.0,0.3350202429149798,0.3684210526315789,0.21103238866396762,False,deterministic_below_threshold,False,False,False,,Consistent with the account's normal transaction pattern; no fraud indicators triggered.
TXN_0000258,False,0.739,0.08333333333333333,0.791497975708502,0.8016194331983806,0.5112685560053981,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS,"Reviewed and cleared; minor signals only (occurred at 04:00, outside normal activity hours)."
TXN_0000437,True,0.9,0.3333333333333333,0.9402834008097166,0.9038461538461539,0.6865721997300944,True,slm,False,False,False,FOREIGN_MERCHANT|NEW_DEVICE,"The transaction is from a Luxury Goods Direct merchant in Nigeria, which is outside the customer's home country, and the device type is MACOS, an unusual device type."
TXN_0000003,False,0.888,0.08333333333333333,0.7267206477732794,0.3674089068825911,0.36157219973009447,False,deterministic_below_threshold,False,False,False,CUSTOMER_HIGH_RISK,Reviewed and cleared; minor signals only (customer carries a HIGH internal risk rating).
TXN_0000820,False,0.99,0.08333333333333333,0.08097165991902834,0.6214574898785425,0.2440620782726046,False,deterministic_below_threshold,False,False,False,NEW_DEVICE,Reviewed and cleared; minor signals only (initiated from a device not seen before).
TXN_0000821,True,0.8,0.5833333333333334,0.7975708502024291,0.9493927125506073,0.7574224021592442,True,slm,False,False,False,FOREIGN_MERCHANT|IMPOSSIBLE_TRAVEL|NEW_DEVICE,"The transaction from Indian Oil Petrol, a foreign merchant in Nigeria, to the customer's home city, despite the card being physically present 10,309 km from home, meets the criteria for a potential bank fraud."
TXN_0000269,False,0.707,0.16666666666666666,0.9534412955465587,0.6346153846153846,0.5430836707152495,False,deterministic_below_threshold,False,False,False,NIGHT_HOURS|KYC_NOT_VERIFIED,"Reviewed and cleared; minor signals only (occurred at 04:00, outside normal activity hours; customer KYC status is EXPIRED)."
