account_id,customer_id,account_type,account_status,currency,open_date,close_date,branch_code,branch_city,current_balance,avg_monthly_balance_6m,credit_limit,credit_utilization_pct,overdraft_enabled,card_type,is_joint_account,num_linked_devices,mobile_banking_enrolled,last_login_date,avg_monthly_txn_count,account_tier,is_orphan_customer,is_quarantined
ACC_000011,CUST_00007,SAVINGS,,INR,2025-03-05 00:00:00,,BR130,Kochi,19473.67,19994.63,0.0,0.0,True,CLASSIC,True,1,False,2026-07-02 00:00:00,22,GOLD,False,False
ACC_000012,CUST_00008,CURRENT,ACTIVE,INR,2018-09-12 00:00:00,,BR105,Jaipur,69008.56,60329.64,0.0,0.0,True,CLASSIC,False,3,False,2026-06-26 00:00:00,24,BASIC,False,False
ACC_000013,CUST_00008,SAVINGS,ACTIVE,INR,2020-09-07 00:00:00,,BR101,Jaipur,28219.89,22459.24,0.0,0.0,False,GOLD,False,2,True,2026-09-13 00:00:00,17,SILVER,False,False
ACC_000014,CUST_00009,CREDIT_CARD,ACTIVE,INR,2020-07-29 00:00:00,,BR124,Pune,111529.49,114509.49,1000000.0,49.9,False,CLASSIC,False,2,True,2026-09-06 00:00:00,25,BASIC,False,False
ACC_000015,CUST_00009,CURRENT,ACTIVE,INR,2025-11-24 00:00:00,,BR128,Pune,100664.28,119101.31,0.0,0.0,False,CLASSIC,False,3,True,2026-06-06 00:00:00,31,PLATINUM,False,False
ACC_000016,CUST_00010,SAVINGS,ACTIVE,INR,2025-08-26 00:00:00,,BR105,Mumbai,13191.26,15346.86,0.0,0.0,False,CLASSIC,False,2,True,2026-09-16 00:00:00,34,BASIC,False,False
ACC_000017,CUST_00011,SALARY,ACTIVE,INR,2018-04-08 00:00:00,,BR133,Mumbai,35503.31,50732.51,0.0,0.0,False,,False,4,True,2026-07-30 00:00:00,14,,False,False
ACC_000018,CUST_00012,SAVINGS,ACTIVE,INR,2017-09-12 00:00:00,,BR110,Coimbatore,70005.66,95053.26,0.0,0.0,False,NONE,False,1,False,2026-09-17 00:00:00,19,SILVER,False,False
ACC_000019,CUST_00013,SAVINGS,ACTIVE,INR,2020-08-10 00:00:00,,BR123,Gurugram,53685.88,40570.15,0.0,0.0,False,GOLD,False,3,True,2026-08-17 00:00:00,4,BASIC,False,False
ACC_000020,CUST_00014,CREDIT_CARD,ACTIVE,INR,2020-06-23 00:00:00,,BR117,Kochi,13019.76,12173.94,350000.0,71.1,False,GOLD,False,1,True,2026-07-01 00:00:00,15,BASIC,False,False
ACC_000021,CUST_00014,CURRENT,ACTIVE,INR,2019-03-29 00:00:00,,BR124,Kochi,12932.84,12007.2,0.0,0.0,False,CLASSIC,False,5,True,2026-06-28 00:00:00,7,BASIC,False,False
ACC_000022,CUST_00015,SALARY,ACTIVE,INR,2021-06-11 00:00:00,,BR107,Delhi,53895.77,63424.53,0.0,0.0,False,GOLD,False,1,True,2026-08-16 00:00:00,29,SILVER,False,False
ACC_000023,CUST_00016,CREDIT_CARD,ACTIVE,INR,2019-07-20 00:00:00,,BR114,Chennai,34324.63,25653.41,50000.0,54.1,False,PLATINUM,False,1,True,2026-08-21 00:00:00,30,GOLD,False,False
ACC_000024,CUST_00016,CREDIT_CARD,,INR,2021-01-05 00:00:00,,BR116,,109041.21,119985.94,500000.0,79.0,False,CLASSIC,False,3,True,2026-07-08 00:00:00,34,SILVER,False,False
ACC_000025,CUST_00017,CURRENT,ACTIVE,INR,2024-03-06 00:00:00,,,Chennai,33573.63,22562.97,0.0,0.0,False,NONE,False,3,True,2026-09-13 00:00:00,18,BASIC,False,False
ACC_000026,CUST_00017,SAVINGS,FROZEN,INR,2019-07-12 00:00:00,,BR135,Chennai,21434.74,30360.03,0.0,0.0,False,NONE,False,1,True,2026-08-17 00:00:00,7,BASIC,False,False
ACC_000027,CUST_00018,SAVINGS,,INR,2021-03-04 00:00:00,,BR109,Coimbatore,143337.28,149239.59,0.0,0.0,False,NONE,False,3,True,2026-07-03 00:00:00,6,SILVER,False,False
ACC_000028,CUST_00019,SALARY,ACTIVE,INR,2021-03-26 00:00:00,,,Mumbai,25664.47,30125.72,0.0,0.0,True,PLATINUM,False,4,True,2026-07-07 00:00:00,12,BASIC,False,False
ACC_000029,CUST_00020,CURRENT,ACTIVE,INR,2020-04-24 00:00:00,,BR119,Noida,139794.81,126459.9,0.0,0.0,False,PLATINUM,False,5,True,2026-07-28 00:00:00,19,SILVER,False,False
ACC_000030,CUST_00020,CREDIT_CARD,ACTIVE,INR,2019-03-28 00:00:00,,BR130,Noida,37556.12,51273.37,500000.0,6.7,False,,False,2,False,2026-06-23 00:00:00,17,BASIC,False,False
ACC_000031,CUST_00020,SAVINGS,ACTIVE,INR,2019-09-27 00:00:00,,BR108,Noida,33251.29,31877.92,0.0,0.0,False,PLATINUM,True,3,False,2026-06-24 00:00:00,30,SILVER,False,False
ACC_000032,CUST_00021,SAVINGS,ACTIVE,INR,2024-01-23 00:00:00,,BR123,Delhi,238267.01,148283.29,0.0,0.0,False,NONE,True,3,True,2026-07-19 00:00:00,8,GOLD,False,False
ACC_000033,CUST_00022,CURRENT,ACTIVE,INR,2023-09-29 00:00:00,,BR137,,26562.75,22584.18,0.0,0.0,False,CLASSIC,False,5,True,2026-09-05 00:00:00,19,BASIC,False,False
ACC_000034,CUST_00023,CREDIT_CARD,ACTIVE,INR,2022-07-14 00:00:00,,BR127,Chennai,74118.05,92545.75,500000.0,54.6,True,CLASSIC,False,4,True,2026-06-11 00:00:00,39,SILVER,False,False
ACC_000035,CUST_00024,SALARY,ACTIVE,INR,2021-08-16 00:00:00,,BR133,Delhi,10802.82,11859.27,0.0,0.0,False,NONE,False,4,True,2026-06-29 00:00:00,38,BASIC,False,False
ACC_000036,CUST_00024,SAVINGS,DORMANT,INR,2021-10-01 00:00:00,,,Delhi,7044.01,4485.99,0.0,0.0,False,CLASSIC,False,4,True,2026-07-04 00:00:00,6,BASIC,False,False
ACC_000037,CUST_00025,CURRENT,ACTIVE,INR,2017-02-04 00:00:00,,BR103,Hyderabad,99443.98,130700.6,0.0,0.0,False,PLATINUM,False,1,True,2026-06-27 00:00:00,16,BASIC,False,False
ACC_000038,CUST_00026,SALARY,,INR,2022-03-15 00:00:00,,BR105,,23185.21,33206.59,0.0,0.0,False,GOLD,False,2,True,2026-06-06 00:00:00,6,BASIC,False,False
ACC_000039,CUST_00026,SAVINGS,DORMANT,INR,2020-03-09 00:00:00,,,Gurugram,66732.98,46603.25,0.0,0.0,False,CLASSIC,False,6,False,2026-06-06 00:00:00,24,GOLD,False,False
ACC_000040,CUST_00026,SAVINGS,ACTIVE,INR,2021-03-18 00:00:00,,BR130,Gurugram,23662.44,27441.53,0.0,0.0,False,NONE,False,2,True,2026-06-10 00:00:00,24,PLATINUM,False,False
ACC_000041,CUST_00027,SAVINGS,FROZEN,INR,2020-11-03 00:00:00,,BR119,,28670.99,17966.58,0.0,0.0,False,,False,4,True,2026-08-04 00:00:00,2,BASIC,False,False
ACC_000042,CUST_00028,SALARY,DORMANT,INR,2024-07-02 00:00:00,,BR117,Chandigarh,295856.06,404734.11,0.0,0.0,False,GOLD,False,2,True,2026-05-24 00:00:00,19,BASIC,False,False
ACC_000043,CUST_00029,SAVINGS,ACTIVE,INR,2026-02-27 00:00:00,,BR137,Jaipur,21772.83,30436.28,0.0,0.0,False,NONE,False,1,True,2026-07-07 00:00:00,27,BASIC,False,False
ACC_000044,CUST_00030,CREDIT_CARD,ACTIVE,INR,2022-09-27 00:00:00,,BR108,Jaipur,13445.98,16752.01,350000.0,45.1,,PLATINUM,False,4,True,2026-07-02 00:00:00,20,GOLD,False,False
ACC_000045,CUST_00031,SAVINGS,FROZEN,INR,2022-10-14 00:00:00,,BR124,,37397.42,56014.69,0.0,0.0,False,GOLD,False,3,True,2026-06-06 00:00:00,18,BASIC,False,False
ACC_000046,CUST_00032,SAVINGS,ACTIVE,INR,2024-12-30 00:00:00,,BR101,Pune,73710.96,53140.46,0.0,0.0,False,NONE,False,2,True,2026-06-10 00:00:00,27,SILVER,False,False
ACC_000047,CUST_00033,SAVINGS,ACTIVE,INR,2024-10-19 00:00:00,,BR107,Chandigarh,161259.33,162541.66,0.0,0.0,False,CLASSIC,False,3,True,2026-09-16 00:00:00,6,BASIC,False,False
ACC_000048,CUST_00033,SALARY,ACTIVE,INR,2020-03-01 00:00:00,,BR119,Chandigarh,119074.23,129406.41,0.0,0.0,False,PLATINUM,False,3,True,2026-08-13 00:00:00,7,SILVER,False,False
ACC_000049,CUST_00034,SALARY,DORMANT,INR,2021-11-26 00:00:00,,,Indore,122439.02,131816.36,0.0,0.0,False,PLATINUM,False,4,True,2026-07-30 00:00:00,10,BASIC,False,False
ACC_000050,CUST_00034,CREDIT_CARD,ACTIVE,INR,2020-01-19 00:00:00,,BR102,Indore,168339.04,124553.62,500000.0,23.0,False,SIGNATURE,False,3,True,2026-09-06 00:00:00,25,BASIC,False,False
ACC_000051,CUST_00035,SAVINGS,ACTIVE,INR,2018-01-20 00:00:00,,BR106,Ahmedabad,60800.17,60468.67,0.0,0.0,False,NONE,False,6,True,2026-09-02 00:00:00,17,SILVER,False,False
ACC_000052,CUST_00036,SAVINGS,DORMANT,INR,2016-12-10 00:00:00,,BR118,Coimbatore,225867.46,156233.59,0.0,0.0,True,GOLD,False,4,True,2026-06-15 00:00:00,30,SILVER,False,False
ACC_000053,CUST_00037,SALARY,ACTIVE,INR,2022-09-27 00:00:00,,BR120,Indore,7173.37,4969.01,0.0,0.0,False,,False,1,True,2026-08-05 00:00:00,2,BASIC,False,False
ACC_000054,CUST_00038,CURRENT,ACTIVE,INR,2023-04-10 00:00:00,,BR115,Chennai,8055.53,8132.91,0.0,0.0,False,CLASSIC,False,2,True,2026-06-19 00:00:00,19,SILVER,False,False
ACC_000055,CUST_00038,SAVINGS,ACTIVE,INR,2021-11-24 00:00:00,,BR140,Chennai,7582.94,7173.87,0.0,0.0,False,PLATINUM,False,1,True,2026-06-01 00:00:00,13,BASIC,False,False
ACC_000056,CUST_00039,SAVINGS,,INR,2018-10-11 00:00:00,,BR104,Gurugram,12102.81,10552.01,0.0,0.0,True,PLATINUM,False,2,True,2026-09-17 00:00:00,21,BASIC,False,False
ACC_000057,CUST_00040,SAVINGS,ACTIVE,INR,2017-09-01 00:00:00,,BR103,Kolkata,77009.47,106002.63,0.0,0.0,False,,False,1,True,2026-07-20 00:00:00,20,BASIC,False,False
ACC_000058,CUST_00041,SAVINGS,ACTIVE,INR,2018-01-07 00:00:00,,BR116,Mumbai,8834.28,7948.95,0.0,0.0,True,SIGNATURE,False,4,False,2026-07-20 00:00:00,32,BASIC,False,False
ACC_000059,CUST_00042,SAVINGS,ACTIVE,INR,2018-04-13 00:00:00,,BR120,Kochi,5089.88,5252.13,0.0,0.0,False,NONE,True,2,True,2026-08-08 00:00:00,24,BASIC,False,False
ACC_000060,CUST_00042,,ACTIVE,INR,2023-11-28 00:00:00,,BR131,Kochi,79083.49,50907.02,0.0,0.0,True,CLASSIC,False,3,True,2026-08-06 00:00:00,26,PLATINUM,False,False
ACC_000061,CUST_00042,SALARY,ACTIVE,INR,2019-05-28 00:00:00,,BR132,Kochi,33482.22,47777.16,0.0,0.0,False,CLASSIC,False,1,True,2026-08-25 00:00:00,28,BASIC,False,False
ACC_000062,CUST_00043,SAVINGS,ACTIVE,INR,2018-09-16 00:00:00,,BR113,Kolkata,185625.62,129857.47,0.0,0.0,False,GOLD,False,2,True,2026-05-31 00:00:00,32,,False,False
ACC_000063,CUST_00043,SAVINGS,ACTIVE,INR,2023-09-06 00:00:00,,BR133,Kolkata,35832.8,48893.56,0.0,0.0,,GOLD,False,1,True,2026-06-18 00:00:00,30,BASIC,False,False
ACC_000064,CUST_00044,SAVINGS,ACTIVE,INR,2018-01-17 00:00:00,,BR121,Indore,408531.98,304956.51,0.0,0.0,False,GOLD,False,3,False,2026-08-24 00:00:00,19,BASIC,False,False
ACC_000065,CUST_00044,SAVINGS,ACTIVE,INR,2022-04-11 00:00:00,,,Indore,32497.85,37147.71,0.0,0.0,False,,False,4,True,2026-05-23 00:00:00,27,,False,False
ACC_000066,CUST_00045,SAVINGS,ACTIVE,INR,2016-08-24 00:00:00,,BR140,Jaipur,54575.19,43372.0,0.0,0.0,True,GOLD,False,2,False,2026-09-06 00:00:00,27,BASIC,False,False
ACC_000067,CUST_00045,SAVINGS,ACTIVE,INR,2019-04-08 00:00:00,,BR136,Jaipur,49799.29,45408.52,0.0,0.0,True,CLASSIC,False,1,True,2026-05-28 00:00:00,16,BASIC,False,False
ACC_000068,CUST_00046,CURRENT,ACTIVE,INR,2020-08-24 00:00:00,,BR121,Jaipur,17013.46,21050.45,0.0,0.0,False,NONE,False,4,True,2026-08-08 00:00:00,22,SILVER,False,False
ACC_000069,CUST_00047,SALARY,DORMANT,INR,2023-10-14 00:00:00,,BR101,Hyderabad,25855.17,31641.19,0.0,0.0,False,GOLD,False,1,True,2026-08-11 00:00:00,22,PLATINUM,False,False
ACC_000070,CUST_00048,SALARY,DORMANT,INR,2017-05-30 00:00:00,,BR137,Chennai,37297.1,22512.79,0.0,0.0,True,CLASSIC,False,1,True,2026-08-20 00:00:00,38,BASIC,False,False
ACC_000071,CUST_00049,CURRENT,ACTIVE,INR,2025-10-07 00:00:00,,BR137,Chennai,32100.73,22926.95,0.0,0.0,True,,False,5,True,2026-06-11 00:00:00,15,BASIC,False,False
ACC_000072,CUST_00050,SALARY,ACTIVE,INR,2016-11-25 00:00:00,,BR139,Kolkata,46818.98,40511.52,0.0,0.0,False,,False,3,True,2026-07-08 00:00:00,30,BASIC,False,False
ACC_000073,CUST_00051,SAVINGS,ACTIVE,INR,2022-03-24 00:00:00,,BR106,Indore,228173.18,316362.03,0.0,0.0,False,NONE,True,2,True,2026-09-12 00:00:00,12,SILVER,False,False
ACC_000074,CUST_00052,SAVINGS,ACTIVE,INR,2018-02-01 00:00:00,,BR137,Jaipur,28611.18,34615.48,0.0,0.0,False,CLASSIC,True,5,True,2026-08-08 00:00:00,23,SILVER,False,False
ACC_000075,CUST_00053,SAVINGS,,INR,2024-06-30 00:00:00,,BR120,Mysuru,23748.94,31263.71,0.0,0.0,False,GOLD,False,3,True,2026-05-23 00:00:00,24,GOLD,False,False
ACC_000076,CUST_00054,SALARY,ACTIVE,INR,2025-05-16 00:00:00,,BR110,Chennai,10033.24,12183.6,0.0,0.0,,SIGNATURE,True,1,True,2026-09-16 00:00:00,11,BASIC,False,False
ACC_000077,CUST_00055,CURRENT,ACTIVE,INR,2020-06-24 00:00:00,,BR102,,36014.13,28076.18,0.0,0.0,False,GOLD,True,3,True,2026-06-21 00:00:00,2,,False,False
ACC_000078,CUST_00056,SAVINGS,ACTIVE,INR,2023-08-04 00:00:00,,,Gurugram,11542.72,16050.48,0.0,0.0,False,PLATINUM,False,2,False,2026-09-06 00:00:00,32,GOLD,False,False
ACC_000079,CUST_00056,CURRENT,ACTIVE,INR,2024-05-27 00:00:00,,,Gurugram,5563.15,7258.04,0.0,0.0,False,GOLD,False,2,True,2026-06-23 00:00:00,18,BASIC,False,False
ACC_000080,CUST_00057,NRE,ACTIVE,INR,2017-07-12 00:00:00,,BR102,Gurugram,12751.56,16810.22,0.0,0.0,False,CLASSIC,False,1,True,2026-06-17 00:00:00,34,BASIC,False,False
ACC_000081,CUST_00058,SALARY,ACTIVE,INR,2023-12-09 00:00:00,,BR139,Mumbai,140698.12,87349.06,0.0,0.0,False,PLATINUM,False,5,True,2026-05-31 00:00:00,25,BASIC,False,False
ACC_000082,CUST_00059,CREDIT_CARD,ACTIVE,INR,2016-06-09 00:00:00,,BR105,Kolkata,267919.77,300844.55,100000.0,93.0,True,PLATINUM,False,4,True,2026-05-29 00:00:00,30,PLATINUM,False,False
ACC_000083,CUST_00059,SAVINGS,ACTIVE,INR,2017-06-02 00:00:00,,BR113,Kolkata,15763.49,15049.34,0.0,0.0,False,NONE,False,1,True,2026-08-20 00:00:00,25,SILVER,False,False
ACC_000084,CUST_00060,SAVINGS,ACTIVE,INR,2025-02-16 00:00:00,,BR124,Pune,19096.16,17292.14,0.0,0.0,False,GOLD,False,3,True,2026-09-17 00:00:00,21,GOLD,False,False
ACC_000085,CUST_00061,SALARY,ACTIVE,INR,2024-05-04 00:00:00,,BR140,Kolkata,91764.26,78027.33,0.0,0.0,False,CLASSIC,False,2,True,2026-06-16 00:00:00,18,GOLD,False,False
ACC_000086,CUST_00062,CREDIT_CARD,,INR,2020-08-14 00:00:00,,BR107,Pune,29536.78,24618.78,500000.0,81.0,True,GOLD,False,1,True,2026-07-09 00:00:00,12,BASIC,False,False
ACC_000087,CUST_00063,SAVINGS,ACTIVE,INR,2016-09-18 00:00:00,,BR128,Noida,71445.24,84824.59,0.0,0.0,False,CLASSIC,False,2,True,2026-09-07 00:00:00,21,SILVER,False,False
ACC_000088,CUST_00063,SALARY,DORMANT,INR,2018-10-29 00:00:00,,BR102,Noida,30514.63,39312.71,0.0,0.0,False,GOLD,False,6,True,2026-06-22 00:00:00,24,SILVER,False,False
ACC_000089,CUST_00063,SAVINGS,ACTIVE,INR,2025-08-11 00:00:00,,BR134,Noida,114151.84,125294.02,0.0,0.0,False,CLASSIC,False,1,True,2026-09-13 00:00:00,6,GOLD,False,False
ACC_000090,CUST_00064,SALARY,ACTIVE,INR,2016-11-21 00:00:00,,BR120,Chandigarh,11807.63,12848.21,0.0,0.0,False,CLASSIC,True,1,True,2026-08-24 00:00:00,22,BASIC,False,False
ACC_000091,CUST_00065,CURRENT,ACTIVE,INR,2017-07-30 00:00:00,,BR138,Mumbai,36156.17,49416.08,0.0,0.0,False,CLASSIC,True,3,False,2026-08-14 00:00:00,8,SILVER,False,False
ACC_000092,CUST_00066,SAVINGS,,INR,2019-04-23 00:00:00,,BR137,,92491.62,118760.49,0.0,0.0,False,,False,2,True,2026-06-24 00:00:00,16,BASIC,False,False
ACC_000093,CUST_00066,SALARY,ACTIVE,INR,2020-04-30 00:00:00,,BR103,Ahmedabad,415991.1,585095.59,0.0,0.0,False,CLASSIC,True,1,True,2026-07-10 00:00:00,22,BASIC,False,False
ACC_000094,CUST_00067,CREDIT_CARD,ACTIVE,INR,2021-12-29 00:00:00,,BR137,Pune,5269.19,4012.71,500000.0,61.6,False,CLASSIC,False,2,False,2026-08-13 00:00:00,16,BASIC,False,False
ACC_000095,CUST_00068,CURRENT,ACTIVE,INR,2025-03-06 00:00:00,,BR132,,37965.9,51869.06,0.0,0.0,True,PLATINUM,False,3,True,2026-09-15 00:00:00,34,SILVER,False,False
ACC_000096,CUST_00069,SAVINGS,ACTIVE,INR,2021-12-25 00:00:00,,,Kolkata,32244.78,24026.51,0.0,0.0,False,GOLD,False,5,True,2026-08-08 00:00:00,20,GOLD,False,False
ACC_000097,CUST_00069,,ACTIVE,INR,2020-04-02 00:00:00,,BR122,Kolkata,254293.15,252031.67,0.0,0.0,False,PLATINUM,True,1,True,2026-08-30 00:00:00,22,SILVER,False,False
ACC_000098,CUST_00070,,ACTIVE,INR,2021-12-28 00:00:00,,BR137,Chennai,64530.4,66713.32,0.0,0.0,False,NONE,False,2,True,2026-05-28 00:00:00,27,,False,False
ACC_000099,CUST_00071,CREDIT_CARD,ACTIVE,INR,2022-06-05 00:00:00,,BR112,Mysuru,20684.04,17123.61,1000000.0,84.7,False,GOLD,True,1,True,2026-07-17 00:00:00,29,GOLD,False,False
ACC_000100,CUST_00072,SAVINGS,ACTIVE,INR,2024-09-02 00:00:00,,BR106,Chennai,51412.65,45725.36,0.0,0.0,True,CLASSIC,False,3,False,2026-06-17 00:00:00,18,GOLD,False,False
ACC_000101,CUST_00072,SAVINGS,ACTIVE,INR,2025-07-13 00:00:00,,BR109,Chennai,57494.69,85652.34,0.0,0.0,True,NONE,True,4,True,2026-09-13 00:00:00,26,SILVER,False,False
ACC_000102,CUST_00073,CURRENT,,INR,2020-10-17 00:00:00,,BR120,Chennai,17563.75,11330.31,0.0,0.0,False,NONE,False,3,True,2026-06-25 00:00:00,21,BASIC,False,False
ACC_000103,CUST_00074,SAVINGS,ACTIVE,INR,2020-11-13 00:00:00,,BR118,Ahmedabad,72186.68,57082.28,0.0,0.0,False,CLASSIC,True,4,True,2026-08-06 00:00:00,9,,False,False
ACC_000104,CUST_00075,CREDIT_CARD,ACTIVE,INR,2022-05-01 00:00:00,,BR138,Bengaluru,19108.94,12532.73,50000.0,67.6,False,CLASSIC,False,2,True,2026-06-07 00:00:00,19,SILVER,False,False
ACC_000105,CUST_00076,CURRENT,ACTIVE,INR,2017-07-08 00:00:00,,BR120,Jaipur,26137.77,24925.88,0.0,0.0,False,NONE,False,4,False,2026-07-02 00:00:00,18,BASIC,False,False
ACC_000106,CUST_00076,SAVINGS,DORMANT,INR,2022-12-05 00:00:00,,,Jaipur,8034.84,8239.77,0.0,0.0,True,NONE,False,3,True,2026-07-07 00:00:00,28,BASIC,False,False
ACC_000107,CUST_00077,SALARY,ACTIVE,INR,2019-05-08 00:00:00,,BR138,,34405.26,21889.6,0.0,0.0,False,CLASSIC,False,5,True,2026-06-06 00:00:00,17,SILVER,False,False
ACC_000108,CUST_00077,NRE,ACTIVE,INR,2022-10-18 00:00:00,,BR105,Indore,53772.47,78119.68,0.0,0.0,False,GOLD,False,3,True,2026-09-06 00:00:00,25,GOLD,False,False
ACC_000109,CUST_00078,SAVINGS,ACTIVE,INR,2017-07-03 00:00:00,,BR104,Chandigarh,60585.07,64101.47,0.0,0.0,False,PLATINUM,False,4,True,2026-08-31 00:00:00,18,SILVER,False,False
ACC_000110,CUST_00078,SAVINGS,ACTIVE,INR,2021-08-14 00:00:00,,BR137,Chandigarh,53754.49,38339.12,0.0,0.0,False,CLASSIC,False,1,False,2026-09-07 00:00:00,28,SILVER,False,False
ACC_000111,CUST_00078,CURRENT,ACTIVE,INR,2017-01-27 00:00:00,,,Chandigarh,21683.48,25946.86,0.0,0.0,False,CLASSIC,False,1,True,2026-07-25 00:00:00,10,SILVER,False,False
ACC_000112,CUST_00079,SAVINGS,ACTIVE,INR,2020-07-09 00:00:00,,BR136,Hyderabad,126717.69,164775.61,0.0,0.0,False,CLASSIC,False,3,True,2026-09-01 00:00:00,22,BASIC,False,False
ACC_000113,CUST_00080,CREDIT_CARD,ACTIVE,INR,2025-02-09 00:00:00,,BR139,Bengaluru,19558.76,14175.97,50000.0,61.1,False,CLASSIC,False,2,True,2026-07-26 00:00:00,24,SILVER,False,False
ACC_000114,CUST_00081,SAVINGS,,INR,2022-01-10 00:00:00,,BR103,Chennai,114285.72,124328.13,0.0,0.0,False,NONE,False,4,True,2026-06-17 00:00:00,21,SILVER,False,False
ACC_000115,CUST_00081,SALARY,ACTIVE,INR,2020-11-01 00:00:00,,BR131,Chennai,202519.27,299427.89,0.0,0.0,False,CLASSIC,False,3,True,2026-07-02 00:00:00,17,BASIC,False,False
ACC_000116,CUST_00082,CURRENT,ACTIVE,INR,2021-05-16 00:00:00,,BR119,Mumbai,82470.65,94775.66,0.0,0.0,True,PLATINUM,False,4,True,2026-09-11 00:00:00,30,SILVER,False,False
ACC_000117,CUST_00082,CURRENT,ACTIVE,INR,2023-05-12 00:00:00,,BR106,Mumbai,154842.05,181007.61,0.0,0.0,True,NONE,False,2,True,2026-08-17 00:00:00,17,BASIC,False,False
ACC_000118,CUST_00083,CURRENT,ACTIVE,INR,2021-08-16 00:00:00,,BR116,Bengaluru,83283.46,113181.44,0.0,0.0,False,GOLD,True,6,True,2026-05-22 00:00:00,35,GOLD,False,False
ACC_000119,CUST_00084,SAVINGS,ACTIVE,INR,2019-03-23 00:00:00,,,Chandigarh,29142.45,25073.82,0.0,0.0,False,,False,2,True,2026-07-20 00:00:00,20,SILVER,False,False
ACC_000120,CUST_00084,CURRENT,ACTIVE,INR,2018-09-20 00:00:00,,,Chandigarh,94253.02,125775.98,0.0,0.0,False,GOLD,False,2,True,2026-09-13 00:00:00,21,BASIC,False,False
ACC_000121,CUST_00085,CREDIT_CARD,ACTIVE,INR,2019-04-28 00:00:00,,BR138,Pune,15005.7,19773.91,200000.0,75.8,False,CLASSIC,False,2,True,2026-06-22 00:00:00,20,PLATINUM,False,False
ACC_000122,CUST_00086,SAVINGS,ACTIVE,INR,2022-01-08 00:00:00,,BR115,Kochi,11307.8,10754.35,0.0,0.0,,CLASSIC,True,2,True,2026-05-27 00:00:00,24,GOLD,False,False
ACC_000123,CUST_00087,SALARY,ACTIVE,INR,2017-01-11 00:00:00,,BR137,Ahmedabad,24120.96,27924.88,0.0,0.0,False,PLATINUM,False,3,True,2026-09-09 00:00:00,20,SILVER,False,False
ACC_000124,CUST_00087,SAVINGS,ACTIVE,INR,2016-07-02 00:00:00,,BR105,Ahmedabad,10862.37,9163.16,0.0,0.0,True,PLATINUM,False,3,True,2026-08-27 00:00:00,8,BASIC,False,False
ACC_000125,CUST_00088,SALARY,ACTIVE,INR,2021-02-11 00:00:00,,BR140,Ahmedabad,91972.65,90238.58,0.0,0.0,False,CLASSIC,True,3,True,2026-08-17 00:00:00,23,,False,False
ACC_000126,CUST_00088,CURRENT,ACTIVE,INR,2026-08-16 00:00:00,,BR122,Ahmedabad,28307.35,42446.29,0.0,0.0,False,NONE,False,2,True,2026-06-02 00:00:00,26,SILVER,False,False
