transaction_id,account_id,customer_id,transaction_timestamp,transaction_hour,is_weekend,amount,currency,transaction_type,channel,status,merchant_id,merchant_name,merchant_category,merchant_city,merchant_country,device_id,device_type,is_new_device,ip_address,auth_method,is_card_present,is_foreign_transaction,distance_from_home_km,time_since_prev_txn_mins,txn_count_last_24h,txn_count_last_7d,amount_to_account_avg_ratio,balance_after_txn,has_invalid_transaction_timestamp,is_orphan_account,is_orphan_customer,is_quarantined
TXN_0000708,ACC_000034,CUST_00023,2026-08-01 18:51:42,18,True,923.44,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Chennai,IN,DEV_741199,POS_TERMINAL,False,,SIGNATURE,True,False,9.3,54135.03,0,0,0.27,42382.53,False,False,False,False
TXN_0000535,ACC_000165,CUST_00111,2026-06-27 12:20:31,12,True,40966.57,INR,PURCHASE,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Ahmedabad,IN,DEV_608763,POS_TERMINAL,True,,PIN,True,False,8.1,89444.33,0,0,24.003,159637.13,False,False,False,False
TXN_0000790,ACC_000125,CUST_00088,2026-08-12 16:54:48,16,False,19745.25,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_4797,LIC Premium,INSURANCE,Ahmedabad,IN,DEV_818102,WINDOWS_DESKTOP,False,49.49.127.185,PIN,False,False,13.9,402.0,2,2,10.278,60701.22,False,False,False,False
TXN_0000360,ACC_000016,CUST_00010,2026-05-24 18:57:55,18,True,206.94,INR,PURCHASE,POS,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Mumbai,IN,DEV_582589,POS_TERMINAL,False,,PIN,True,False,5.3,31331.85,0,0,0.067,5442.45,False,False,False,False
TXN_0000625,ACC_000159,CUST_00107,2026-07-13 17:03:46,17,False,4510.13,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Indore,IN,DEV_775699,ANDROID,False,49.56.210.172,OTP,False,False,12.0,54426.97,0,0,0.925,7554.81,False,False,False,False
TXN_0000705,ACC_000138,CUST_00094,2026-08-01 08:08:27,8,True,1150.36,INR,PURCHASE,POS,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Pune,IN,DEV_166240,,False,,NONE,True,False,605.1,52987.78,0,0,0.359,58872.67,False,False,False,False
TXN_0000225,ACC_000016,CUST_00010,2026-05-03 00:46:04,0,True,1492.01,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Mumbai,IN,DEV_582589,ANDROID,False,49.37.167.152,OTP,False,False,8.6,124.0,1,1,0.447,5649.39,False,False,False,False
TXN_0000440,ACC_000033,CUST_00022,2026-06-07 11:56:00,11,True,33700.39,INR,PURCHASE,ONLINE,SUCCESS,MER_6761,Luxury Goods Direct,JEWELLERY,,PH,,WINDOWS_DESKTOP,False,124.42.135.185,3DS,False,True,11708.3,23.92,2,2,0.937,18717.58,False,False,False,False
TXN_0000305,ACC_000141,CUST_00096,2026-05-16 08:13:01,8,True,10970.1,INR,PURCHASE,POS,,MER_8385,Max Hospital,HEALTHCARE,Indore,IN,DEV_789922,POS_TERMINAL,False,,PIN,True,False,7.1,14777.07,0,0,3.715,6419.7,False,False,False,False
TXN_0000394,ACC_000128,CUST_00089,2026-05-30 18:53:47,18,True,28370.95,INR,PURCHASE,ONLINE,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Moscow,RU,DEV_832582,IOS,False,149.128.139.151,3DS,False,True,4716.5,274.0,1,1,6.068,19962.79,False,False,False,False
TXN_0000328,ACC_000128,CUST_00089,2026-05-19 20:08:16,20,False,3645.93,INR,PAYMENT,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Jaipur,IN,DEV_414467,ANDROID,True,49.35.127.92,BIOMETRIC,False,False,22.3,24342.02,0,0,0.809,59569.69,False,False,False,False
TXN_0000609,ACC_000058,CUST_00041,2026-07-09 09:23:39,9,False,237.8,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Mumbai,IN,DEV_630354,POS_TERMINAL,False,,,True,False,5.5,67991.83,0,0,0.149,3808.95,False,False,False,False
TXN_0000910,ACC_000142,CUST_00096,2026-09-05 21:24:37,21,True,349.29,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Indore,IN,DEV_199346,POS_TERMINAL,False,,PIN,True,False,14.5,55207.02,0,0,0.124,5257.43,False,False,False,False
TXN_0000806,ACC_000046,CUST_00032,2026-08-14 10:38:41,10,False,51534.87,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Pune,IN,DEV_564077,IOS,False,49.58.151.49,3DS,False,False,10.5,62.0,2,2,2.0,19486.85,False,False,False,False
TXN_0000549,ACC_000106,CUST_00076,2026-06-29 17:15:00,17,False,1102.08,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_728672,ANDROID,False,49.44.67.2,BIOMETRIC,False,False,11.3,31929.08,0,0,0.087,-3009.1,False,False,False,False
TXN_0000464,ACC_000173,CUST_00118,2026-06-13 15:18:36,15,True,3259.72,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Chennai,IN,DEV_794830,IOS,False,49.52.97.193,CVV,False,False,1.0,4904.07,0,3,0.255,88612.36,False,False,False,False
TXN_0000570,ACC_000083,CUST_00059,2026-07-04 16:39:17,16,True,1483.25,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Kolkata,IN,,ANDROID,True,49.54.86.181,3DS,False,False,5.1,43601.15,0,0,1.004,8373.16,False,False,False,False
TXN_0000256,ACC_000067,CUST_00045,2026-05-08 16:54:04,16,False,313.37,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Jaipur,IN,DEV_605705,POS_TERMINAL,True,,PIN,True,False,9.6,,0,0,,49485.92,False,False,False,False
TXN_0000042,ACC_000068,CUST_00046,2026-03-28 23:50:17,23,True,44.08,INR,PURCHASE,POS,SUCCESS,MER_6724,Zomato,FOOD_DELIVERY,,RU,DEV_369670,,False,,,True,True,3816.2,222.0,2,2,0.015,11015.89,False,False,False,False
TXN_0000541,ACC_000072,CUST_00050,2026-06-28 12:53:33,12,True,1240.34,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Coimbatore,IN,DEV_527288,POS_TERMINAL,False,,SIGNATURE,True,False,1188.6,43876.7,0,0,0.841,33780.24,False,False,False,False
TXN_0000419,ACC_000043,CUST_00029,2026-06-03 15:38:00,15,False,2209.21,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Jaipur,IN,DEV_562965,,False,,SIGNATURE,True,False,0.1,62.0,1,1,0.145,6057.57,False,False,False,False
TXN_0000427,ACC_000103,CUST_00074,2026-06-05 12:28:27,12,False,3230.38,INR,PURCHASE,POS,SUCCESS,MER_3441,Indian Oil Petrol,FUEL,Coimbatore,IN,DEV_988704,,True,,NONE,True,False,267.1,,0,0,,68956.3,False,False,False,False
TXN_0000197,ACC_000128,CUST_00089,2026-04-28 23:00:40,23,False,1713.01,INR,PURCHASE,MOBILE_APP,,MER_9326,Flipkart,ECOMMERCE,Jaipur,IN,DEV_200174,IOS,True,49.53.33.88,OTP,False,False,3.9,164.0,1,1,0.937,82197.55,False,False,False,False
TXN_0000181,ACC_000175,CUST_00119,2026-04-26 06:12:34,6,True,5725.72,INR,PURCHASE,,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Jaipur,IN,DEV_764323,,False,49.52.219.69,OTP,False,False,0.3,205.0,1,2,0.071,5178.22,False,False,False,False
TXN_0000266,ACC_000158,CUST_00106,2026-05-10 18:59:06,18,True,950.44,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,,IN,DEV_874633,IOS,True,49.37.175.100,CVV,False,False,1.5,,0,0,,187943.43,False,False,False,False
TXN_0000776,ACC_000171,CUST_00116,2026-08-11 04:19:29,4,False,32811.64,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Manila,PH,DEV_185321,IOS,False,43.222.245.75,OTP,False,True,7769.4,7264.97,0,2,1.231,25556.36,False,False,False,False
TXN_0000013,ACC_000072,CUST_00050,2026-03-24 21:52:16,21,False,517.04,INR,PURCHASE,,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Kolkata,IN,DEV_527288,POS_TERMINAL,False,,PIN,True,False,8.8,386.0,1,1,0.522,45311.76,False,False,False,False
TXN_0000957,ACC_000009,CUST_00006,2026-09-14 09:27:46,9,False,255.62,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Mumbai,IN,DEV_849461,POS_TERMINAL,False,,PIN,True,False,906.1,30100.57,0,0,0.106,13742.46,False,False,False,False
TXN_0000143,ACC_000081,CUST_00058,2026-04-18 17:04:48,17,True,38193.9,INR,PURCHASE,,SUCCESS,MER_8031,Amazon India,ECOMMERCE,,AE,DEV_566173,ANDROID,True,118.146.178.225,3DS,False,True,8506.4,,0,0,,102504.22,False,False,False,False
TXN_0000704,ACC_000080,CUST_00057,2026-07-31 23:03:31,23,False,113.99,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Gurugram,IN,DEV_967661,POS_TERMINAL,False,,SIGNATURE,True,False,7.6,331.0,3,3,0.022,1775.61,False,False,False,False
TXN_0000640,ACC_000101,CUST_00072,2026-07-15 03:55:00,3,False,5804.93,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Chennai,IN,DEV_905671,ANDROID,False,49.51.117.170,BIOMETRIC,False,False,11.3,399.0,1,1,1.498,40067.14,False,False,False,False
TXN_0000108,ACC_000023,CUST_00016,2026-04-11 16:31:53,16,True,1383.84,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Lagos,NG,DEV_696152,POS_TERMINAL,True,,,True,True,10250.6,,0,0,,32940.79,False,False,False,False
TXN_0000087,ACC_000017,CUST_00011,2026-04-06 15:40:18,15,False,25.0,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_7114,Myntra,APPAREL,Dubai,AE,DEV_869989,ANDROID,True,112.168.194.113,OTP,False,True,5385.6,305.0,1,1,0.007,31805.2,False,False,False,False
TXN_0000494,ACC_000116,CUST_00082,2026-06-20 05:31:24,5,True,265.1,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Hyderabad,IN,DEV_597484,POS_TERMINAL,False,,,True,False,1104.0,173.0,3,3,0.1,60976.64,False,False,False,False
TXN_0000358,ACC_000125,CUST_00088,2026-05-24 15:12:03,15,True,1091.83,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Mumbai,IN,DEV_818102,POS_TERMINAL,False,,PIN,True,False,1095.0,407.0,1,1,0.4,82684.12,False,False,False,False
TXN_0000271,ACC_000046,CUST_00032,2026-05-11 07:49:06,7,False,-24174.13,INR,,POS,,MER_1412,Croma Electronics,ELECTRONICS,Pune,IN,DEV_564077,POS_TERMINAL,False,,,True,False,11.5,16646.72,0,0,0.82,89306.4,False,False,False,False
TXN_0000509,ACC_000138,CUST_00094,2026-06-25 12:15:40,12,False,468.0,INR,PURCHASE,POS,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Pune,IN,DEV_166240,POS_TERMINAL,False,,SIGNATURE,True,False,391.9,36827.2,0,0,0.088,61685.72,False,False,False,False
TXN_0000170,ACC_000178,CUST_00120,2026-04-22 13:00:01,13,False,1724.92,INR,PURCHASE,ONLINE,SUCCESS,MER_7114,Myntra,APPAREL,Chennai,IN,DEV_872714,WINDOWS_DESKTOP,True,,,False,False,1059.7,,0,0,,114878.95,False,False,False,False
TXN_0000757,ACC_000136,CUST_00093,2026-08-07 20:51:41,20,False,5741.14,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Mysuru,IN,DEV_150075,,False,,PIN,True,False,8.0,62019.82,0,0,0.874,7126.58,False,False,False,False
TXN_0000772,ACC_000111,CUST_00078,2026-08-10 01:20:03,1,False,1035.74,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Chandigarh,IN,,POS_TERMINAL,True,,PIN,True,False,7.9,388.0,2,2,0.959,18487.08,False,False,False,False
TXN_0000015,ACC_000149,CUST_00101,2026-03-25 00:34:09,0,False,40.78,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Mysuru,IN,DEV_472686,POS_TERMINAL,True,,PIN,True,False,2.8,,0,0,,14004.17,False,False,False,False
TXN_0000422,ACC_000083,CUST_00059,2026-06-04 09:00:08,9,False,25.0,INR,PURCHASE,,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Kolkata,IN,DEV_329049,WINDOWS_DESKTOP,True,,CVV,False,False,4.2,10006.4,0,1,0.012,11678.66,False,False,False,False
TXN_0000878,ACC_000166,CUST_00112,2026-08-28 15:11:34,15,False,697.12,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Hyderabad,IN,,,False,,SIGNATURE,True,False,16.7,251.0,2,2,0.038,12761.27,False,False,False,False
TXN_0000297,ACC_900007,,2026-05-14 23:57:03,23,False,15418.15,INR,PURCHASE,ONLINE,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Chandigarh,IN,DEV_507888,IOS,False,49.55.185.62,3DS,False,False,196.9,24.0,3,3,2.451,961.46,False,True,False,True
TXN_0000039,ACC_000080,CUST_00057,2026-03-28 21:02:55,21,True,379.38,INR,PURCHASE,ONLINE,SUCCESS,MER_6393,IRCTC Rail,TRAVEL,Gurugram,IN,DEV_730520,ANDROID,True,49.55.255.111,OTP,False,False,6.8,98.0,1,1,0.514,11633.87,False,False,False,False
TXN_0000574,ACC_000112,CUST_00079,2026-07-04 18:54:15,18,True,3381.39,INR,WITHDRAWAL,,SUCCESS,MER_2885,SBI ATM,ATM_WITHDRAWAL,Hyderabad,IN,DEV_378527,ATM_MACHINE,False,,PIN,True,False,3.6,127.0,2,2,1.207,114933.9,False,False,False,False
TXN_0000311,ACC_000069,CUST_00047,2026-05-16 17:20:47,17,True,635.37,INR,PURCHASE,,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Hyderabad,IN,DEV_261719,POS_TERMINAL,False,,PIN,True,False,1.4,8822.1,0,1,0.054,1894.37,False,False,False,False
TXN_0000200,ACC_000046,CUST_00032,2026-04-29 14:20:23,14,False,38890.23,INR,PURCHASE,POS,SUCCESS,MER_1438,Reliance Digital,ELECTRONICS,Pune,IN,DEV_564077,POS_TERMINAL,False,,,True,False,4.8,7722.1,0,3,1.038,22170.35,False,False,False,False
TXN_0000748,ACC_000059,CUST_00042,2026-08-07 00:27:36,0,False,13727.17,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_4797,LIC Premium,INSURANCE,Kochi,IN,DEV_577555,ANDROID,False,49.43.124.231,,False,False,2.6,64.0,2,2,5.768,-2472.54,False,False,False,False
TXN_0000528,ACC_000094,CUST_00067,2026-06-27 06:13:24,6,True,239.58,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Manila,PH,DEV_112885,,False,,PIN,True,True,11188.3,20156.6,0,0,0.009,-330327.39,False,False,False,False
TXN_0000633,ACC_000016,CUST_00010,2026-07-13 23:37:32,23,False,525.68,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Gurugram,IN,DEV_582589,,False,49.34.92.216,OTP,False,False,704.7,229.0,2,2,0.159,5961.77,False,False,False,False
TXN_0000881,ACC_000100,CUST_00072,2026-08-29 22:39:21,22,True,3014.76,INR,PURCHASE,,SUCCESS,MER_6986,HP Fuel Station,FUEL,Chennai,IN,DEV_144241,POS_TERMINAL,True,,PIN,True,False,10.8,28223.37,0,0,1.206,45897.29,False,False,False,False
TXN_0000088,ACC_000017,CUST_00011,2026-04-06 18:33:00,18,False,18271.86,INR,,POS,SUCCESS,MER_5941,Duty Free Electronics,ELECTRONICS,Mumbai,IN,DEV_696805,POS_TERMINAL,True,,PIN,True,False,6.7,173.0,2,2,9.882,13533.35,False,False,False,False
TXN_0000323,ACC_000135,CUST_00093,2026-05-18 12:58:43,12,False,27886.37,INR,PURCHASE,ONLINE,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Mysuru,IN,DEV_480002,IOS,False,49.34.125.20,3DS,False,False,12.4,5.62,2,2,2.067,-55452.03,False,False,False,False
TXN_0000613,ACC_000107,CUST_00077,2026-07-10 21:40:34,21,False,11981.35,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_4797,LIC Premium,INSURANCE,Indore,IN,,ANDROID,False,49.39.106.241,OTP,False,False,2.9,251.0,1,1,1.494,14233.71,False,False,False,False
TXN_0000459,ACC_000094,CUST_00067,2026-06-13 02:59:53,2,True,,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Lagos,NG,DEV_112885,ANDROID,False,186.22.247.12,OTP,False,True,2392.9,18648.45,0,0,6.662,-167878.25,False,False,False,False
TXN_0000282,ACC_000117,CUST_00082,2026-05-13 11:54:09,11,False,19251.51,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Mumbai,IN,DEV_428282,ANDROID,True,49.58.234.172,OTP,False,False,2.9,47439.8,0,0,102.002,135401.8,False,False,False,False
TXN_0000399,ACC_000118,CUST_00083,2026-05-31 17:57:58,17,True,1080.76,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Ahmedabad,IN,DEV_420415,POS_TERMINAL,False,,,True,False,1327.8,32510.75,0,0,1.731,80953.72,False,False,False,False
TXN_0000173,ACC_000046,CUST_00032,2026-04-24 00:06:17,0,False,110329.47,INR,PURCHASE,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Pune,IN,DEV_564077,POS_TERMINAL,False,,,True,False,1.0,258.0,1,1,129.281,62262.05,False,False,False,False
TXN_0000452,ACC_000173,CUST_00118,2026-06-10 05:34:32,5,False,20025.36,INR,PURCHASE,POS,,MER_1438,Reliance Digital,ELECTRONICS,Chennai,IN,DEV_794830,POS_TERMINAL,False,,PIN,True,False,3.7,387.0,2,2,2.177,91872.08,False,False,False,False
TXN_0000468,ACC_000172,CUST_00117,2026-06-13 22:49:13,22,True,4110.84,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Chandigarh,IN,DEV_699672,,True,,PIN,True,False,7.7,67.0,1,1,151.753,2727.56,False,False,False,False
TXN_0000573,ACC_000114,CUST_00081,2026-07-04 18:51:16,18,True,2136.2,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Chennai,IN,DEV_450862,POS_TERMINAL,True,,NONE,True,False,7.6,27206.15,0,0,3.221,110159.65,False,False,False,False
TXN_0000915,ACC_000155,CUST_00103,2026-09-07 00:18:54,0,False,5538.45,INR,,POS,FAILED,MER_5941,Duty Free Electronics,ELECTRONICS,Kochi,IN,DEV_459057,POS_TERMINAL,False,,NONE,True,False,10.7,35.82,3,6,0.071,155664.93,False,False,False,False
TXN_0000285,ACC_000117,CUST_00082,2026-05-13 15:19:09,15,False,619.32,INR,,POS,SUCCESS,MER_6986,HP Fuel Station,FUEL,Jaipur,IN,DEV_428282,POS_TERMINAL,False,,PIN,True,False,1337.6,205.0,1,1,0.064,134782.48,False,False,False,False
TXN_0000381,ACC_000072,CUST_00050,2026-05-28 14:21:51,14,False,4945.88,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Kolkata,IN,DEV_527288,ATM_MACHINE,False,,PIN,True,False,7.6,83557.5,0,0,7.581,38610.95,False,False,False,False
TXN_0000120,ACC_000149,CUST_00101,2026-04-13 10:18:10,10,False,1339.88,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Mysuru,IN,DEV_301814,IOS,False,49.58.253.143,BIOMETRIC,False,False,10.2,57.0,1,1,0.392,13849.76,False,False,False,False
TXN_0000109,ACC_000060,CUST_00042,2026-04-11 19:18:00,19,True,,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Kochi,IN,DEV_142238,POS_TERMINAL,True,,PIN,True,False,5.0,,0,0,,78881.78,False,False,False,False
TXN_0000006,ACC_000005,CUST_00004,2026-03-23 06:30:19,6,False,9924.08,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Moscow,RU,DEV_110821,ATM_MACHINE,False,,PIN,True,True,7333.2,39.0,1,1,396.963,28742.71,False,False,False,False
TXN_0000610,ACC_000058,CUST_00041,2026-07-09 10:19:39,10,False,1523.84,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Mumbai,IN,DEV_630354,ANDROID,False,49.38.86.1,BIOMETRIC,False,False,2.0,56.0,1,1,1.213,2285.12,False,False,False,False
TXN_0000252,ACC_000116,CUST_00082,2026-05-08 00:39:55,0,False,220.89,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Mumbai,IN,DEV_597484,POS_TERMINAL,False,,PIN,True,False,17.2,153.0,1,1,0.032,68391.96,False,False,False,False
TXN_0000846,ACC_000096,CUST_00069,2026-08-22 10:22:15,10,True,41455.46,INR,PAYMENT,INTERNET_BANKING,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Kochi,IN,DEV_475121,IOS,False,49.39.44.167,PIN,False,False,674.5,13048.95,0,0,4.233,15139.9,False,False,False,False
TXN_0000968,ACC_000166,CUST_00112,2026-09-15 13:18:11,13,False,21993.13,INR,PAYMENT,INTERNET_BANKING,SUCCESS,MER_4797,LIC Premium,INSURANCE,Chandigarh,IN,DEV_493914,ANDROID,False,49.50.223.130,BIOMETRIC,False,False,1211.3,319.0,1,3,1.468,12314.64,False,False,False,False
TXN_0000845,ACC_000085,CUST_00061,2026-08-20 19:49:00,19,False,2101.84,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Kolkata,IN,DEV_339038,WINDOWS_DESKTOP,False,49.44.135.2,OTP,False,False,2.8,241.0,1,1,0.384,51334.0,False,False,False,False
TXN_0000937,ACC_000166,CUST_00112,2026-09-10 08:16:00,8,False,1853.6,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Hyderabad,IN,DEV_493914,POS_TERMINAL,False,,,True,False,0.2,18010.27,0,0,0.112,15468.52,False,False,False,False
